sys_created_on,closed_at,quantity,csr_triggered,ohs_triggered,sub_task,SubTask_Number,business_duration,state,sys_updated_on,opened_at,assignment_group,number,Working_Turn_Around_Days
1/05/2024,13/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0275584,12.2125,Closed Complete,13/05/2024,1/05/2024,Finance Operations Team,SR_Req_1130305,9
1/05/2024,7/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0275585,6.428472222,Closed Incomplete,7/05/2024,1/05/2024,Procurement Operations Team,SR_Req_1130306,5
2/05/2024,13/05/2024,1,FALSE,FALSE,Require Neither,,11.00972222,Closed Complete,13/05/2024,2/05/2024,Finance Operations Team,SR_Req_1130864,8
2/05/2024,8/05/2024,1,TRUE,TRUE,Require Both,"SubTask_0275841, SubTask_0275842",6.243055556,Closed Complete,8/05/2024,2/05/2024,Finance Operations Team,SR_Req_1130966,5
2/05/2024,22/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0275868,20.01597222,Closed Complete,22/05/2024,2/05/2024,Finance Operations Team,SR_Req_1131145,15
2/05/2024,16/05/2024,1,FALSE,TRUE,Require OH&S,SubTask_0275932,13.475,Closed Complete,16/05/2024,2/05/2024,Finance Operations Team,SR_Req_1131472,11
2/05/2024,7/06/2024,1,FALSE,FALSE,Require Neither,,35.52569444,Closed Complete,7/06/2024,2/05/2024,Finance Operations Team,SR_Req_1131475,27
3/05/2024,9/05/2024,1,TRUE,FALSE,Require CSR,"SubTask_0275933, SubTask_0276330",6.281944444,Closed Complete,9/05/2024,3/05/2024,Finance Operations Team,SR_Req_1131481,5
3/05/2024,13/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0275935,10.00833333,Closed Complete,13/05/2024,3/05/2024,Finance Operations Team,SR_Req_1131483,7
3/05/2024,3/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0276054,0.270833333,Closed Skipped,3/05/2024,3/05/2024,Procurement Operations Team,SR_Req_1131570,1
3/05/2024,13/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0276056,9.954166667,Closed Complete,13/05/2024,3/05/2024,Finance Operations Team,SR_Req_1131594,7
3/05/2024,13/05/2024,1,TRUE,FALSE,Require CSR,"SubTask_0276090, SubTask_0276337",9.9125,Closed Complete,13/05/2024,3/05/2024,Finance Operations Team,SR_Req_1131673,7
3/05/2024,22/05/2024,1,TRUE,FALSE,Require CSR,"SubTask_0276227, SubTask_0276601",18.93125,Closed Complete,22/05/2024,3/05/2024,Finance Operations Team,SR_Req_1131950,14
6/05/2024,22/05/2024,1,FALSE,FALSE,Require Neither,,16.01805556,Closed Complete,22/05/2024,6/05/2024,Finance Operations Team,SR_Req_1132488,13
6/05/2024,7/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0276458,0.903472222,Closed Complete,7/05/2024,6/05/2024,Procurement Operations Team,SR_Req_1132636,2
6/05/2024,15/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0276474,8.524305556,Closed Complete,15/05/2024,6/05/2024,Finance Operations Team,SR_Req_1132760,8
7/05/2024,22/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0276503,15.21527778,Closed Complete,22/05/2024,7/05/2024,Finance Operations Team,SR_Req_1132853,12
7/05/2024,7/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0276589,30.84375,Closed Complete,7/06/2024,7/05/2024,Finance Operations Team,SR_Req_1133230,24
7/05/2024,24/05/2024,1,TRUE,FALSE,Require CSR,"SubTask_0276714, SubTask_0277419",16.71180556,Closed Complete,24/05/2024,7/05/2024,Finance Operations Team,SR_Req_1133385,14
7/05/2024,10/05/2024,1,FALSE,FALSE,Require Neither,,2.684722222,Closed Skipped,10/05/2024,7/05/2024,Procurement Operations Team,SR_Req_1133431,4
8/05/2024,16/05/2024,1,FALSE,FALSE,Require Neither,,7.995138889,Closed Complete,16/05/2024,8/05/2024,Finance Operations Team,SR_Req_1133482,7
8/05/2024,7/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0276834,29.98472222,Closed Complete,7/06/2024,8/05/2024,Finance Operations Team,SR_Req_1133608,23
8/05/2024,13/05/2024,1,FALSE,FALSE,Require Neither,,4.811805556,Closed Complete,13/05/2024,8/05/2024,Procurement Operations Team,SR_Req_1133949,4
9/05/2024,21/06/2024,1,FALSE,FALSE,Require Neither,,43.33541667,Closed Complete,21/06/2024,9/05/2024,Finance Operations Team,SR_Req_1134087,32
9/05/2024,24/05/2024,1,TRUE,FALSE,Require CSR,"SubTask_0276948, SubTask_0277226",15.11041667,Closed Complete,24/05/2024,9/05/2024,Finance Operations Team,SR_Req_1134091,12
9/05/2024,13/05/2024,1,TRUE,TRUE,Require Both,"SubTask_0277006, SubTask_0277007, SubTask_0277063",3.94375,Closed Complete,13/05/2024,9/05/2024,Finance Operations Team,SR_Req_1134225,3
9/05/2024,13/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0277109,3.920833333,Closed Complete,13/05/2024,9/05/2024,Procurement Operations Team,SR_Req_1134597,3
9/05/2024,16/05/2024,1,FALSE,FALSE,Require Neither,,6.60625,Closed Complete,16/05/2024,9/05/2024,Finance Operations Team,SR_Req_1134620,6
10/05/2024,14/05/2024,1,TRUE,FALSE,Require CSR,"SubTask_0277260, SubTask_0277261",3.879166667,Closed Skipped,14/05/2024,10/05/2024,Procurement Operations Team,SR_Req_1134949,3
10/05/2024,22/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0277299,11.76388889,Closed Complete,22/05/2024,10/05/2024,Finance Operations Team,SR_Req_1135118,9
10/05/2024,11/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0277300,31.54652778,Closed Complete,11/06/2024,10/05/2024,Finance Operations Team,SR_Req_1135119,23
13/05/2024,23/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0277304,10.63194444,Closed Incomplete,23/05/2024,13/05/2024,Procurement Operations Team,SR_Req_1135168,9
13/05/2024,15/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0277316,2.254166667,Closed Complete,15/05/2024,13/05/2024,Finance Operations Team,SR_Req_1135235,3
13/05/2024,24/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0277357,10.93680556,Closed Complete,24/05/2024,13/05/2024,Finance Operations Team,SR_Req_1135412,10
13/05/2024,22/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0277400,9.034722222,Closed Complete,22/05/2024,13/05/2024,Finance Operations Team,SR_Req_1135480,8
13/05/2024,30/05/2024,1,TRUE,TRUE,Require Both,"SubTask_0277428, SubTask_0277429, SubTask_0278003",16.77222222,Closed Complete,30/05/2024,13/05/2024,Finance Operations Team,SR_Req_1135671,14
13/05/2024,24/05/2024,1,TRUE,FALSE,Require CSR,"SubTask_0277430, SubTask_0277929",10.79652778,Closed Complete,29/05/2024,13/05/2024,Finance Operations Team,SR_Req_1135673,10
13/05/2024,22/05/2024,1,TRUE,FALSE,Require CSR,"SubTask_0277433, SubTask_0278157",8.959722222,Closed Complete,22/05/2024,13/05/2024,Finance Operations Team,SR_Req_1135684,8
13/05/2024,6/06/2024,1,TRUE,FALSE,Require CSR,"SubTask_0277468, SubTask_0279239",23.52916667,Closed Complete,6/06/2024,13/05/2024,Finance Operations Team,SR_Req_1135859,19
14/05/2024,30/05/2024,1,FALSE,FALSE,Require Neither,,16,Closed Complete,30/05/2024,14/05/2024,Finance Operations Team,SR_Req_1135944,13
14/05/2024,24/05/2024,1,FALSE,FALSE,Require Neither,,9.972916667,Closed Complete,24/05/2024,14/05/2024,Finance Operations Team,SR_Req_1136026,9
14/05/2024,29/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0277595,14.76527778,Closed Complete,29/05/2024,14/05/2024,Finance Operations Team,SR_Req_1136182,12
14/05/2024,3/07/2024,1,FALSE,FALSE,Require Neither,,50.19097222,Closed Complete,3/07/2024,14/05/2024,Finance Operations Team,SR_Req_1136221,37
14/05/2024,14/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0277661,30.67291667,Closed Complete,14/06/2024,14/05/2024,Finance Operations Team,SR_Req_1136443,24
14/05/2024,30/05/2024,1,FALSE,FALSE,Require Neither,,15.62152778,Closed Complete,30/05/2024,14/05/2024,Finance Operations Team,SR_Req_1136485,13
15/05/2024,24/05/2024,1,FALSE,FALSE,Require Neither,,9.002777778,Closed Complete,24/05/2024,15/05/2024,Finance Operations Team,SR_Req_1136610,8
15/05/2024,30/05/2024,1,TRUE,TRUE,Require Both,"SubTask_0277809, SubTask_0277810",14.89722222,Closed Incomplete,30/05/2024,15/05/2024,Procurement Operations Team,SR_Req_1136718,12
15/05/2024,7/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0277867,22.83680556,Closed Complete,7/06/2024,15/05/2024,Finance Operations Team,SR_Req_1136890,18
16/05/2024,24/05/2024,1,FALSE,FALSE,Require Neither,,8.279861111,Closed Complete,24/05/2024,16/05/2024,Finance Operations Team,SR_Req_1137084,7
16/05/2024,11/06/2024,1,FALSE,FALSE,Require Neither,,25.97152778,Closed Complete,11/06/2024,16/05/2024,Finance Operations Team,SR_Req_1137195,19
16/05/2024,30/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0278001,13.98402778,Closed Complete,30/05/2024,16/05/2024,Finance Operations Team,SR_Req_1137199,11
17/05/2024,7/06/2024,1,FALSE,FALSE,Require Neither,,21.10555556,Closed Complete,7/06/2024,17/05/2024,Finance Operations Team,SR_Req_1137706,16
17/05/2024,13/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0278179,27.04097222,Closed Complete,13/06/2024,17/05/2024,Finance Operations Team,SR_Req_1137719,20
17/05/2024,18/06/2024,1,FALSE,FALSE,Require Neither,,32.20694444,Closed Complete,18/06/2024,17/05/2024,Procurement Operations Team,SR_Req_1137833,23
17/05/2024,7/06/2024,1,TRUE,FALSE,Require CSR,"SubTask_0278232, SubTask_0278624",20.95694444,Closed Complete,7/06/2024,17/05/2024,Finance Operations Team,SR_Req_1137844,16
17/05/2024,22/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0278244,5.085416667,Closed Complete,22/05/2024,17/05/2024,Finance Operations Team,SR_Req_1137879,4
17/05/2024,17/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0278268,0.014583333,Closed Skipped,17/05/2024,17/05/2024,Procurement Operations Team,SR_Req_1137991,1
17/05/2024,30/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0278288,12.71041667,Closed Complete,30/05/2024,17/05/2024,Finance Operations Team,SR_Req_1138103,10
18/05/2024,24/05/2024,1,FALSE,FALSE,Require Neither,,5.814583333,Closed Complete,24/05/2024,18/05/2024,Finance Operations Team,SR_Req_1138194,5
19/05/2024,30/05/2024,1,FALSE,FALSE,Require Neither,,11.11805556,Closed Complete,30/05/2024,19/05/2024,Finance Operations Team,SR_Req_1138210,9
20/05/2024,11/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0278299,22.08680556,Closed Complete,11/06/2024,20/05/2024,Finance Operations Team,SR_Req_1138242,17
20/05/2024,30/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0278523,9.772222222,Closed Complete,30/05/2024,20/05/2024,Finance Operations Team,SR_Req_1138721,9
20/05/2024,30/05/2024,1,FALSE,FALSE,Require Neither,,9.670833333,Closed Complete,30/05/2024,20/05/2024,Finance Operations Team,SR_Req_1138843,9
20/05/2024,30/05/2024,1,FALSE,FALSE,Require Neither,,9.488194444,Closed Skipped,30/05/2024,20/05/2024,Procurement Operations Team,SR_Req_1138891,9
21/05/2024,24/06/2024,1,TRUE,FALSE,Require CSR,"SubTask_0278549, SubTask_0279587",34.39097222,Closed Complete,24/06/2024,21/05/2024,Finance Operations Team,SR_Req_1138896,25
21/05/2024,7/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0278550,17.33888889,Closed Complete,7/06/2024,21/05/2024,Finance Operations Team,SR_Req_1138899,14
21/05/2024,1/07/2024,1,FALSE,FALSE,Require Neither,,40.92361111,Closed Complete,1/07/2024,21/05/2024,Finance Operations Team,SR_Req_1139036,30
21/05/2024,30/05/2024,1,FALSE,FALSE,Require Neither,,8.893055556,Closed Complete,30/05/2024,21/05/2024,Finance Operations Team,SR_Req_1139161,8
21/05/2024,24/05/2024,1,TRUE,FALSE,Require CSR,"SubTask_0278660, SubTask_0278685",2.857638889,Closed Complete,24/05/2024,21/05/2024,Finance Operations Team,SR_Req_1139263,4
21/05/2024,24/05/2024,1,FALSE,FALSE,Require Neither,,2.826388889,Closed Complete,24/05/2024,21/05/2024,Finance Operations Team,SR_Req_1139325,4
21/05/2024,7/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0278693,16.71458333,Closed Complete,7/06/2024,21/05/2024,Finance Operations Team,SR_Req_1139510,14
21/05/2024,30/05/2024,1,FALSE,FALSE,Require Neither,,8.439583333,Closed Complete,30/05/2024,21/05/2024,Finance Operations Team,SR_Req_1139573,8
22/05/2024,22/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0278759,0.172916667,Closed Skipped,22/05/2024,22/05/2024,Procurement Operations Team,SR_Req_1139762,1
22/05/2024,24/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0278761,0.934722222,Closed Complete,24/05/2024,22/05/2024,Finance Operations Team,SR_Req_1139780,3
22/05/2024,24/06/2024,1,FALSE,FALSE,Require Neither,,32.87430556,Closed Complete,24/06/2024,22/05/2024,Finance Operations Team,SR_Req_1139831,24
23/05/2024,7/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0278975,14.87986111,Closed Complete,7/06/2024,23/05/2024,Finance Operations Team,SR_Req_1140453,12
23/05/2024,1/07/2024,1,TRUE,FALSE,Require CSR,SubTask_0279037,39.03194444,Closed Complete,1/07/2024,23/05/2024,Finance Operations Team,SR_Req_1140676,28
24/05/2024,1/07/2024,1,FALSE,FALSE,Require Neither,,38.44513889,Closed Complete,1/07/2024,24/05/2024,Finance Operations Team,SR_Req_1140738,27
24/05/2024,27/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0279092,34.32291667,Closed Complete,27/06/2024,24/05/2024,Finance Operations Team,SR_Req_1140779,25
24/05/2024,24/06/2024,1,TRUE,FALSE,Require CSR,"SubTask_0279093, SubTask_0279602",31.00902778,Closed Complete,24/06/2024,24/05/2024,Finance Operations Team,SR_Req_1140782,22
24/05/2024,30/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0279136,5.892361111,Closed Complete,30/05/2024,24/05/2024,Finance Operations Team,SR_Req_1140947,5
24/05/2024,13/06/2024,1,TRUE,FALSE,Require CSR,"SubTask_0279157, SubTask_0279331",19.83472222,Closed Complete,13/06/2024,24/05/2024,Finance Operations Team,SR_Req_1141029,15
24/05/2024,13/06/2024,1,FALSE,FALSE,Require Neither,,19.78888889,Closed Complete,13/06/2024,24/05/2024,Finance Operations Team,SR_Req_1141108,15
25/05/2024,24/06/2024,1,FALSE,FALSE,Require Neither,,30.14444444,Closed Incomplete,24/06/2024,25/05/2024,Procurement Operations Team,SR_Req_1141761,21
27/05/2024,7/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0279301,11.00138889,Closed Complete,7/06/2024,27/05/2024,Finance Operations Team,SR_Req_1142731,10
28/05/2024,24/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0279429,27.45138889,Closed Incomplete,24/06/2024,28/05/2024,Procurement Operations Team,SR_Req_1143276,20
28/05/2024,28/05/2024,1,TRUE,FALSE,Require CSR,SubTask_0279535,0.145833333,Closed Skipped,28/05/2024,28/05/2024,Procurement Operations Team,SR_Req_1143569,1
28/05/2024,27/06/2024,1,FALSE,FALSE,Require Neither,,30.08333333,Closed Complete,27/06/2024,28/05/2024,Finance Operations Team,SR_Req_1143630,23
28/05/2024,7/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0279571,9.822222222,Closed Complete,7/06/2024,28/05/2024,Finance Operations Team,SR_Req_1143766,9
28/05/2024,30/05/2024,1,FALSE,FALSE,Require Neither,,0.736111111,Closed Skipped,30/05/2024,28/05/2024,Procurement Operations Team,SR_Req_1143793,3
28/05/2024,4/06/2024,1,FALSE,FALSE,Require Neither,,6.86875,Closed Complete,4/06/2024,28/05/2024,Procurement Operations Team,SR_Req_1143806,6
28/05/2024,13/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0279586,15.76180556,Closed Complete,13/06/2024,28/05/2024,Finance Operations Team,SR_Req_1143827,13
29/05/2024,24/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0279687,25.94097222,Closed Complete,24/06/2024,29/05/2024,Finance Operations Team,SR_Req_1144201,19
29/05/2024,1/07/2024,1,FALSE,FALSE,Require Neither,,33.30416667,Closed Complete,1/07/2024,29/05/2024,Finance Operations Team,SR_Req_1144209,24
29/05/2024,5/06/2024,1,FALSE,FALSE,Require Neither,,7.165972222,Closed Incomplete,5/06/2024,29/05/2024,Procurement Operations Team,SR_Req_1144260,6
29/05/2024,10/07/2024,1,TRUE,FALSE,Require CSR,SubTask_0279708,41.89513889,Closed Complete,10/07/2024,29/05/2024,Finance Operations Team,SR_Req_1144311,31
29/05/2024,8/08/2024,1,FALSE,FALSE,Require Neither,,71.18472222,Closed Complete,8/08/2024,29/05/2024,Finance Operations Team,SR_Req_1144320,52
29/05/2024,29/05/2024,1,FALSE,FALSE,Require Neither,,0.0125,Closed Skipped,29/05/2024,29/05/2024,Procurement Operations Team,SR_Req_1144457,1
29/05/2024,13/06/2024,1,FALSE,FALSE,Require Neither,,14.67638889,Closed Complete,13/06/2024,29/05/2024,Finance Operations Team,SR_Req_1144595,12
29/05/2024,24/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0279745,25.63541667,Closed Complete,24/06/2024,29/05/2024,Finance Operations Team,SR_Req_1144610,19
30/05/2024,7/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0279816,7.963194444,Closed Complete,7/06/2024,30/05/2024,Finance Operations Team,SR_Req_1144819,7
30/05/2024,4/07/2024,1,TRUE,FALSE,Require CSR,SubTask_0279838,35.26041667,Closed Complete,4/07/2024,30/05/2024,Finance Operations Team,SR_Req_1144891,26
30/05/2024,18/06/2024,1,FALSE,FALSE,Require Neither,,18.81527778,Closed Complete,18/06/2024,30/05/2024,Finance Operations Team,SR_Req_1144948,14
30/05/2024,7/06/2024,1,FALSE,FALSE,Require Neither,,7.815972222,Closed Complete,7/06/2024,30/05/2024,Finance Operations Team,SR_Req_1145056,7
31/05/2024,11/06/2024,1,FALSE,FALSE,Require Neither,,10.89861111,Closed Complete,11/06/2024,31/05/2024,Finance Operations Team,SR_Req_1145409,8
31/05/2024,7/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0279975,6.938194444,Closed Complete,7/06/2024,31/05/2024,Finance Operations Team,SR_Req_1145432,6
31/05/2024,5/07/2024,1,TRUE,TRUE,Require Both,"SubTask_0279991, SubTask_0279992",35.18611111,Closed Complete,5/07/2024,31/05/2024,Finance Operations Team,SR_Req_1145539,26
31/05/2024,5/07/2024,1,FALSE,FALSE,Require Neither,,34.77916667,Closed Incomplete,5/07/2024,31/05/2024,Procurement Operations Team,SR_Req_1145689,26
1/06/2024,7/06/2024,1,TRUE,FALSE,Require CSR,"SubTask_0280038, SubTask_0280486",6.404166667,Closed Complete,7/06/2024,1/06/2024,Procurement Operations Team,SR_Req_1145843,5
1/06/2024,3/07/2024,1,FALSE,FALSE,Require Neither,,32.30694444,Closed Complete,3/07/2024,1/06/2024,Finance Operations Team,SR_Req_1145850,23
2/06/2024,1/07/2024,1,TRUE,FALSE,Require CSR,SubTask_0280052,28.97916667,Closed Complete,1/07/2024,2/06/2024,Finance Operations Team,SR_Req_1145909,21
3/06/2024,3/06/2024,1,TRUE,FALSE,Require CSR,"SubTask_0280070, SubTask_0280071",0.004861111,Closed Skipped,3/06/2024,3/06/2024,Procurement Operations Team,SR_Req_1145929,1
3/06/2024,3/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280076,,Closed Skipped,3/06/2024,3/06/2024,Procurement Operations Team,SR_Req_1145937,1
3/06/2024,3/06/2024,1,FALSE,FALSE,Require Neither,,0.006944444,Closed Skipped,3/06/2024,3/06/2024,Procurement Operations Team,SR_Req_1145941,1
3/06/2024,7/06/2024,1,FALSE,FALSE,Require Neither,,3.990972222,Closed Complete,7/06/2024,3/06/2024,Finance Operations Team,SR_Req_1146079,5
3/06/2024,3/06/2024,1,FALSE,FALSE,Require Neither,,0.1125,Closed Incomplete,3/06/2024,3/06/2024,Procurement Operations Team,SR_Req_1146169,1
3/06/2024,18/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280141,14.81805556,Closed Complete,18/06/2024,3/06/2024,Finance Operations Team,SR_Req_1146245,12
3/06/2024,29/07/2024,1,TRUE,FALSE,Require CSR,SubTask_0280151,56.01388889,Closed Complete,29/07/2024,3/06/2024,Finance Operations Team,SR_Req_1146333,41
3/06/2024,7/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280158,3.826388889,Closed Complete,7/06/2024,3/06/2024,Finance Operations Team,SR_Req_1146343,5
3/06/2024,3/07/2024,1,TRUE,FALSE,Require CSR,SubTask_0280169,30.125,Closed Complete,3/07/2024,3/06/2024,Finance Operations Team,SR_Req_1146425,23
3/06/2024,11/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280170,7.727083333,Closed Complete,11/06/2024,3/06/2024,Finance Operations Team,SR_Req_1146442,7
3/06/2024,24/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280182,20.71319444,Closed Complete,24/06/2024,3/06/2024,Finance Operations Team,SR_Req_1146480,16
3/06/2024,6/06/2024,1,FALSE,FALSE,Require Neither,,2.69375,Closed Complete,6/06/2024,3/06/2024,Procurement Operations Team,SR_Req_1146501,4
4/06/2024,24/06/2024,1,FALSE,FALSE,Require Neither,,19.87222222,Closed Complete,24/06/2024,4/06/2024,Finance Operations Team,SR_Req_1146842,15
4/06/2024,19/06/2024,1,FALSE,FALSE,Require Neither,,14.77013889,Closed Incomplete,19/06/2024,4/06/2024,Procurement Operations Team,SR_Req_1147100,12
4/06/2024,20/08/2024,1,FALSE,TRUE,Require OH&S,SubTask_0280356,76.53611111,Closed Incomplete,20/08/2024,4/06/2024,Procurement Operations Team,SR_Req_1147160,56
4/06/2024,14/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280358,9.479166667,Closed Complete,14/06/2024,4/06/2024,Finance Operations Team,SR_Req_1147168,9
5/06/2024,1/07/2024,1,FALSE,FALSE,Require Neither,,26.40416667,Closed Complete,1/07/2024,5/06/2024,Finance Operations Team,SR_Req_1147217,19
5/06/2024,11/06/2024,1,FALSE,FALSE,Require Neither,,6.177083333,Closed Complete,11/06/2024,5/06/2024,Procurement Operations Team,SR_Req_1147297,5
5/06/2024,24/06/2024,1,TRUE,TRUE,Require Both,"SubTask_0280426, SubTask_0280427",18.97083333,Closed Incomplete,24/06/2024,5/06/2024,Procurement Operations Team,SR_Req_1147468,14
5/06/2024,5/06/2024,1,FALSE,FALSE,Require Neither,,0.194444444,Closed Incomplete,5/06/2024,5/06/2024,Procurement Operations Team,SR_Req_1147485,1
5/06/2024,13/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280491,7.672916667,Closed Complete,13/06/2024,5/06/2024,Finance Operations Team,SR_Req_1147795,7
5/06/2024,24/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280494,18.55069444,Closed Complete,24/06/2024,5/06/2024,Finance Operations Team,SR_Req_1147832,14
5/06/2024,5/07/2024,1,TRUE,FALSE,Require CSR,"SubTask_0280495, SubTask_0280546",29.41180556,Closed Complete,5/07/2024,5/06/2024,Finance Operations Team,SR_Req_1147841,23
6/06/2024,6/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280499,0.247916667,Closed Complete,6/06/2024,6/06/2024,Procurement Operations Team,SR_Req_1147851,1
6/06/2024,6/06/2024,1,FALSE,FALSE,Require Neither,,0.235416667,Closed Skipped,6/06/2024,6/06/2024,Procurement Operations Team,SR_Req_1147856,1
6/06/2024,1/07/2024,1,FALSE,FALSE,Require Neither,,25.40277778,Closed Complete,1/07/2024,6/06/2024,Finance Operations Team,SR_Req_1147883,18
6/06/2024,2/07/2024,1,FALSE,TRUE,Require OH&S,SubTask_0280510,26.00902778,Closed Complete,2/07/2024,6/06/2024,Procurement Operations Team,SR_Req_1147886,19
6/06/2024,6/06/2024,1,FALSE,FALSE,Require Neither,,0.113888889,Closed Skipped,6/06/2024,6/06/2024,Procurement Operations Team,SR_Req_1148017,1
6/06/2024,13/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280539,6.908333333,Closed Complete,13/06/2024,6/06/2024,Finance Operations Team,SR_Req_1148046,6
6/06/2024,18/07/2024,1,TRUE,FALSE,Require CSR,SubTask_0280542,42.22222222,Closed Complete,18/07/2024,6/06/2024,Finance Operations Team,SR_Req_1148058,31
6/06/2024,6/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280545,0.083333333,Closed Skipped,6/06/2024,6/06/2024,Procurement Operations Team,SR_Req_1148091,1
6/06/2024,3/07/2024,1,TRUE,FALSE,Require CSR,SubTask_0280629,26.8125,Closed Complete,3/07/2024,6/06/2024,Finance Operations Team,SR_Req_1148411,20
7/06/2024,14/06/2024,1,FALSE,FALSE,Require Neither,,6.914583333,Closed Complete,14/06/2024,7/06/2024,Finance Operations Team,SR_Req_1148543,6
7/06/2024,18/07/2024,1,FALSE,FALSE,Require Neither,,41.22013889,Closed Complete,18/07/2024,7/06/2024,Finance Operations Team,SR_Req_1148584,30
7/06/2024,24/06/2024,1,FALSE,FALSE,Require Neither,,16.83333333,Closed Complete,24/06/2024,7/06/2024,Finance Operations Team,SR_Req_1148670,12
7/06/2024,24/06/2024,1,FALSE,FALSE,Require Neither,,16.60347222,Closed Complete,24/06/2024,7/06/2024,Finance Operations Team,SR_Req_1148852,12
10/06/2024,26/07/2024,1,FALSE,FALSE,Require Neither,,46.21180556,Closed Complete,26/07/2024,10/06/2024,Finance Operations Team,SR_Req_1148899,35
10/06/2024,24/06/2024,1,TRUE,TRUE,Require Both,"SubTask_0280756, SubTask_0280757, SubTask_0281773",13.78263889,Closed Incomplete,24/06/2024,10/06/2024,Procurement Operations Team,SR_Req_1148959,11
11/06/2024,1/07/2024,1,TRUE,FALSE,Require CSR,SubTask_0280758,20.78333333,Closed Complete,1/07/2024,11/06/2024,Finance Operations Team,SR_Req_1149005,15
11/06/2024,22/07/2024,1,TRUE,FALSE,Require CSR,"SubTask_0280830, SubTask_0285366",41.26111111,Closed Complete,22/07/2024,11/06/2024,Finance Operations Team,SR_Req_1149252,30
11/06/2024,22/07/2024,1,TRUE,FALSE,Require CSR,SubTask_0280831,41.24097222,Closed Complete,22/07/2024,11/06/2024,Finance Operations Team,SR_Req_1149268,30
11/06/2024,25/06/2024,1,FALSE,TRUE,Require OH&S,SubTask_0280843,14.00486111,Closed Incomplete,25/06/2024,11/06/2024,Procurement Operations Team,SR_Req_1149359,11
11/06/2024,3/07/2024,1,FALSE,FALSE,Require Neither,,22.17638889,Closed Complete,3/07/2024,11/06/2024,Finance Operations Team,SR_Req_1149471,17
11/06/2024,,1,FALSE,TRUE,Require OH&S,SubTask_0280882,,Awaiting Customer Info,15/07/2024,11/06/2024,Procurement Operations Team,SR_Req_1149544,
11/06/2024,18/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280895,6.752777778,Closed Complete,18/06/2024,11/06/2024,Procurement Operations Team,SR_Req_1149655,6
11/06/2024,24/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280901,12.64861111,Closed Complete,24/06/2024,11/06/2024,Finance Operations Team,SR_Req_1149675,10
12/06/2024,18/06/2024,1,TRUE,FALSE,Require CSR,SubTask_0280940,6.034027778,Closed Complete,18/06/2024,12/06/2024,Procurement Operations Team,SR_Req_1149844,5
