sys_created_on,opened_at,closed_at,Assigned to,assignment_group,business_duration,Closed_by,number,Opened_by,Request,state,sys_updated_on,approval,Working_Turn_Around_Days
3/06/2024,3/06/2024,5/06/2024,Procurement Specialist #3,Procurement Operations Team,21.31666667,Procurement Specialist #3,SubTask_0280169,,SR_Req_1146425,Closed Complete,5/06/2024,Not Yet Requested,3
3/06/2024,3/06/2024,4/06/2024,Procurement Specialist #5,Procurement Operations Team,9.4,Procurement Specialist #5,SubTask_0280170,,SR_Req_1146442,Closed Complete,4/06/2024,Not Yet Requested,2
3/06/2024,3/06/2024,6/06/2024,Procurement Specialist #5,Procurement Operations Team,5.933333333,Procurement Specialist #5,SubTask_0280182,,SR_Req_1146480,Closed Complete,6/06/2024,Not Yet Requested,4
4/06/2024,4/06/2024,24/06/2024,HR Officer #6,OH&S Team,124.2833333,HR Officer #6,SubTask_0280356,,SR_Req_1147160,Closed Complete,24/06/2024,Rejected,15
4/06/2024,4/06/2024,6/06/2024,Procurement Specialist #3,Procurement Operations Team,12.3,Procurement Specialist #3,SubTask_0280358,,SR_Req_1147168,Closed Complete,6/06/2024,Not Yet Requested,3
5/06/2024,5/06/2024,5/06/2024,Procurement Specialist #5,Procurement Operations Team,4.766666667,Procurement Specialist #5,SubTask_0280426,,SR_Req_1147468,Closed Complete,5/06/2024,Not Yet Requested,1
5/06/2024,5/06/2024,21/06/2024,HR Officer #6,OH&S Team,108.8833333,HR Officer #6,SubTask_0280427,,SR_Req_1147468,Closed Complete,21/06/2024,Rejected,13
5/06/2024,5/06/2024,7/06/2024,Procurement Specialist #3,Procurement Operations Team,19.6,Procurement Specialist #3,SubTask_0280486,Procurement Specialist #5,SR_Req_1145843,Closed Complete,7/06/2024,Not Yet Requested,3
5/06/2024,5/06/2024,6/06/2024,Procurement Specialist #3,Procurement Operations Team,2.733333333,Procurement Specialist #3,SubTask_0280491,,SR_Req_1147795,Closed Complete,6/06/2024,Not Yet Requested,2
5/06/2024,5/06/2024,6/06/2024,Procurement Specialist #3,Procurement Operations Team,4.116666667,Procurement Specialist #3,SubTask_0280494,,SR_Req_1147832,Closed Complete,6/06/2024,Not Yet Requested,2
5/06/2024,5/06/2024,6/06/2024,Procurement Specialist #3,Procurement Operations Team,5.816666667,Procurement Specialist #3,SubTask_0280495,,SR_Req_1147841,Closed Complete,6/06/2024,Not Yet Requested,2
6/06/2024,6/06/2024,6/06/2024,Procurement Specialist #3,Procurement Operations Team,5.833333333,Procurement Specialist #3,SubTask_0280499,,SR_Req_1147851,Closed Complete,6/06/2024,Not Yet Requested,1
6/06/2024,6/06/2024,7/06/2024,HR Officer #6,OH&S Team,16.58333333,Procurement Specialist #3,SubTask_0280510,,SR_Req_1147886,Closed Complete,7/06/2024,Approved,2
6/06/2024,6/06/2024,6/06/2024,Procurement Specialist #5,Procurement Operations Team,2.666666667,Procurement Specialist #5,SubTask_0280539,,SR_Req_1148046,Closed Complete,6/06/2024,Not Yet Requested,1
6/06/2024,6/06/2024,6/06/2024,Procurement Specialist #5,Procurement Operations Team,2.966666667,Procurement Specialist #5,SubTask_0280542,,SR_Req_1148058,Closed Complete,6/06/2024,Not Yet Requested,1
6/06/2024,6/06/2024,6/06/2024,Procurement Specialist #5,Procurement Operations Team,2,Procurement Specialist #5,SubTask_0280545,,SR_Req_1148091,Closed Complete,6/06/2024,Not Yet Requested,1
6/06/2024,6/06/2024,11/06/2024,Category Manager #3,Category Management Team,17.56666667,Category Manager #3,SubTask_0280546,Procurement Specialist #3,SR_Req_1147841,Closed Complete,11/06/2024,Not Yet Requested,4
6/06/2024,6/06/2024,7/06/2024,Procurement Specialist #3,Procurement Operations Team,7.9,Procurement Specialist #3,SubTask_0280629,,SR_Req_1148411,Closed Complete,7/06/2024,Not Yet Requested,2
10/06/2024,10/06/2024,11/06/2024,HR Officer #1,OH&S Team,6.483333333,HR Officer #1,SubTask_0280757,,SR_Req_1148959,Closed Complete,11/06/2024,Not Yet Requested,2
10/06/2024,10/06/2024,11/06/2024,Procurement Specialist #3,Procurement Operations Team,7.616666667,Procurement Specialist #3,SubTask_0280756,,SR_Req_1148959,Closed Complete,11/06/2024,Not Yet Requested,2
11/06/2024,11/06/2024,11/06/2024,Procurement Specialist #3,Procurement Operations Team,7.733333333,Procurement Specialist #3,SubTask_0280758,,SR_Req_1149005,Closed Complete,11/06/2024,Not Yet Requested,1
11/06/2024,11/06/2024,1/07/2024,Procurement Specialist #3,Procurement Operations Team,138.75,Procurement Specialist #3,SubTask_0280830,,SR_Req_1149252,Closed Complete,1/07/2024,Not Yet Requested,15
11/06/2024,11/06/2024,11/06/2024,Procurement Specialist #3,Procurement Operations Team,3.683333333,Procurement Specialist #3,SubTask_0280831,,SR_Req_1149268,Closed Complete,11/06/2024,Not Yet Requested,1
11/06/2024,11/06/2024,11/06/2024,HR Officer #1,OH&S Team,0,HR Officer #1,SubTask_0280843,,SR_Req_1149359,Closed Complete,11/06/2024,Not Yet Requested,1
11/06/2024,11/06/2024,,HR Officer #1,OH&S Team,,,SubTask_0280882,,SR_Req_1149544,Open,11/06/2024,Not Yet Requested,
11/06/2024,11/06/2024,18/06/2024,Procurement Specialist #3,Procurement Operations Team,19.83333333,Procurement Specialist #3,SubTask_0280895,,SR_Req_1149655,Closed Complete,18/06/2024,Not Yet Requested,6
11/06/2024,11/06/2024,18/06/2024,Procurement Specialist #3,Procurement Operations Team,48.65,Procurement Specialist #3,SubTask_0280901,,SR_Req_1149675,Closed Complete,18/06/2024,Not Yet Requested,6
12/06/2024,12/06/2024,18/06/2024,Procurement Specialist #3,Procurement Operations Team,17.56666667,Procurement Specialist #3,SubTask_0280940,,SR_Req_1149844,Closed Complete,18/06/2024,Not Yet Requested,5
12/06/2024,12/06/2024,18/06/2024,Procurement Specialist #3,Procurement Operations Team,17.03333333,Procurement Specialist #3,SubTask_0280946,,SR_Req_1149864,Closed Complete,18/06/2024,Not Yet Requested,5
12/06/2024,12/06/2024,19/06/2024,Procurement Specialist #3,Procurement Operations Team,50.63333333,Procurement Specialist #3,SubTask_0280964,,SR_Req_1149931,Closed Complete,19/06/2024,Not Yet Requested,6
13/06/2024,13/06/2024,1/07/2024,Procurement Specialist #3,Procurement Operations Team,122.75,Procurement Specialist #3,SubTask_0281085,,SR_Req_1150332,Closed Complete,1/07/2024,Not Yet Requested,13
13/06/2024,13/06/2024,19/06/2024,Procurement Specialist #3,Procurement Operations Team,18.43333333,Procurement Specialist #3,SubTask_0281147,,SR_Req_1150525,Closed Complete,19/06/2024,Not Yet Requested,5
13/06/2024,13/06/2024,18/06/2024,Procurement Specialist #3,Procurement Operations Team,9.15,Procurement Specialist #3,SubTask_0281161,,SR_Req_1150594,Closed Complete,18/06/2024,Not Yet Requested,4
13/06/2024,13/06/2024,20/06/2024,Procurement Specialist #5,Procurement Operations Team,20.68333333,Procurement Specialist #5,SubTask_0281239,,SR_Req_1150824,Closed Complete,20/06/2024,Not Yet Requested,6
13/06/2024,13/06/2024,21/06/2024,Procurement Specialist #5,Procurement Operations Team,56.66666667,Procurement Specialist #5,SubTask_0281301,,SR_Req_1150920,Closed Complete,21/06/2024,Not Yet Requested,7
13/06/2024,13/06/2024,19/06/2024,Procurement Specialist #5,Procurement Operations Team,9.65,Procurement Specialist #5,SubTask_0281302,,SR_Req_1150933,Closed Complete,19/06/2024,Not Yet Requested,5
14/06/2024,14/06/2024,17/06/2024,Procurement Specialist #3,Procurement Operations Team,14.5,Procurement Specialist #3,SubTask_0281447,,SR_Req_1151148,Closed Complete,17/06/2024,Not Yet Requested,2
14/06/2024,14/06/2024,19/06/2024,Procurement Specialist #5,Procurement Operations Team,2.583333333,Procurement Specialist #5,SubTask_0281487,,SR_Req_1151195,Closed Complete,19/06/2024,Not Yet Requested,4
16/06/2024,16/06/2024,18/06/2024,Procurement Specialist #3,Procurement Operations Team,10.95,Procurement Specialist #3,SubTask_0281551,,SR_Req_1151451,Closed Complete,18/06/2024,Not Yet Requested,2
17/06/2024,17/06/2024,19/06/2024,Procurement Specialist #3,Procurement Operations Team,3.983333333,Procurement Specialist #3,SubTask_0281563,,SR_Req_1151476,Closed Complete,19/06/2024,Not Yet Requested,3
17/06/2024,17/06/2024,18/06/2024,Procurement Specialist #3,Procurement Operations Team,14.6,Procurement Specialist #3,SubTask_0281648,,SR_Req_1151611,Closed Complete,18/06/2024,Not Yet Requested,2
17/06/2024,17/06/2024,19/06/2024,Procurement Specialist #5,Procurement Operations Team,22.15,Procurement Specialist #5,SubTask_0281651,,SR_Req_1151659,Closed Complete,19/06/2024,Not Yet Requested,3
17/06/2024,17/06/2024,19/06/2024,Procurement Specialist #5,Procurement Operations Team,22.36666667,Procurement Specialist #5,SubTask_0281695,,SR_Req_1151782,Closed Complete,19/06/2024,Not Yet Requested,3
17/06/2024,17/06/2024,20/06/2024,Procurement Specialist #3,Procurement Operations Team,2.366666667,Procurement Specialist #3,SubTask_0281729,,SR_Req_1151849,Closed Complete,20/06/2024,Not Yet Requested,4
17/06/2024,17/06/2024,18/06/2024,Category Manager #6,Category Management Team,9.166666667,Category Manager #6,SubTask_0281773,Procurement Specialist #3,SR_Req_1148959,Closed Complete,18/06/2024,Not Yet Requested,2
18/06/2024,18/06/2024,18/06/2024,Procurement Specialist #3,Procurement Operations Team,0.6,Procurement Specialist #3,SubTask_0281927,,SR_Req_1152541,Closed Complete,18/06/2024,Not Yet Requested,1
18/06/2024,18/06/2024,,,OH&S Team,,,SubTask_0281939,,SR_Req_1152597,Open,18/06/2024,Not Yet Requested,
18/06/2024,18/06/2024,28/06/2024,HR Officer #1,OH&S Team,76.08333333,HR Officer #1,SubTask_0281943,,SR_Req_1152614,Closed Complete,28/06/2024,Not Yet Requested,9
18/06/2024,18/06/2024,2/08/2024,HR Officer #1,OH&S Team,323.3333333,HR Officer #1,SubTask_0281962,,SR_Req_1152845,Closed Complete,2/08/2024,Not Yet Requested,34
19/06/2024,19/06/2024,20/06/2024,Procurement Specialist #3,Procurement Operations Team,12.86666667,Procurement Specialist #3,SubTask_0281963,,SR_Req_1152853,Closed Complete,20/06/2024,Not Yet Requested,2
19/06/2024,19/06/2024,19/06/2024,Procurement Specialist #5,Procurement Operations Team,4.5,Procurement Specialist #5,SubTask_0282003,,SR_Req_1153004,Closed Complete,19/06/2024,Not Yet Requested,1
19/06/2024,19/06/2024,19/06/2024,Procurement Specialist #5,Procurement Operations Team,4.466666667,Procurement Specialist #5,SubTask_0282017,,SR_Req_1153084,Closed Complete,19/06/2024,Not Yet Requested,1
19/06/2024,19/06/2024,20/06/2024,HR Officer #6,OH&S Team,2.35,HR Officer #6,SubTask_0282078,,SR_Req_1153384,Closed Complete,20/06/2024,Not Yet Requested,2
19/06/2024,19/06/2024,20/06/2024,Procurement Specialist #3,Procurement Operations Team,0.416666667,Procurement Specialist #3,SubTask_0282089,,SR_Req_1153461,Closed Complete,20/06/2024,Not Yet Requested,2
20/06/2024,20/06/2024,20/06/2024,Procurement Specialist #3,Procurement Operations Team,0.933333333,Procurement Specialist #3,SubTask_0282109,,SR_Req_1153536,Closed Complete,20/06/2024,Not Yet Requested,1
20/06/2024,20/06/2024,20/06/2024,Procurement Specialist #3,Procurement Operations Team,2.666666667,Procurement Specialist #3,SubTask_0282142,,SR_Req_1153659,Closed Complete,20/06/2024,Not Yet Requested,1
20/06/2024,20/06/2024,10/07/2024,HR Officer #3,OH&S Team,142.6666667,HR Officer #7,SubTask_0282143,,SR_Req_1153659,Closed Complete,10/07/2024,Approved,15
20/06/2024,20/06/2024,20/06/2024,Procurement Specialist #5,Procurement Operations Team,0.633333333,Procurement Specialist #5,SubTask_0282197,,SR_Req_1153791,Closed Complete,20/06/2024,Not Yet Requested,1
20/06/2024,20/06/2024,21/06/2024,Procurement Specialist #3,Procurement Operations Team,6,Procurement Specialist #3,SubTask_0282206,,SR_Req_1153922,Closed Complete,21/06/2024,Not Yet Requested,2
20/06/2024,20/06/2024,20/06/2024,Procurement Specialist #5,Procurement Operations Team,0,Procurement Specialist #5,SubTask_0282208,,SR_Req_1153958,Closed Complete,20/06/2024,Not Yet Requested,1
20/06/2024,20/06/2024,21/06/2024,Category Manager #1,Category Management Team,4.383333333,Procurement Specialist #5,SubTask_0282224,Procurement Specialist #5,SR_Req_1153791,Closed Complete,21/06/2024,Not Yet Requested,2
21/06/2024,21/06/2024,21/06/2024,Procurement Specialist #5,Procurement Operations Team,0.6,Procurement Specialist #5,SubTask_0282388,,SR_Req_1154603,Closed Complete,21/06/2024,Not Yet Requested,1
21/06/2024,21/06/2024,25/06/2024,Procurement Specialist #5,Procurement Operations Team,17.08333333,Procurement Specialist #5,SubTask_0282395,,SR_Req_1154752,Closed Complete,25/06/2024,Not Yet Requested,3
22/06/2024,22/06/2024,27/06/2024,Procurement Specialist #5,Procurement Operations Team,8.683333333,Procurement Specialist #5,SubTask_0282430,,SR_Req_1154951,Closed Complete,27/06/2024,Not Yet Requested,4
22/06/2024,22/06/2024,24/06/2024,Procurement Specialist #5,Procurement Operations Team,2,Procurement Specialist #5,SubTask_0282431,,SR_Req_1154953,Closed Complete,24/06/2024,Not Yet Requested,1
24/06/2024,24/06/2024,24/06/2024,Procurement Specialist #5,Procurement Operations Team,0.066666667,Procurement Specialist #5,SubTask_0282492,,SR_Req_1155026,Closed Complete,24/06/2024,Not Yet Requested,1
24/06/2024,24/06/2024,24/06/2024,Procurement Specialist #5,Procurement Operations Team,0.15,Procurement Specialist #5,SubTask_0282543,,SR_Req_1155203,Closed Complete,24/06/2024,Not Yet Requested,1
24/06/2024,24/06/2024,24/06/2024,HR Officer #1,OH&S Team,0.166666667,HR Officer #1,SubTask_0282551,,SR_Req_1155237,Closed Complete,24/06/2024,Not Yet Requested,1
24/06/2024,24/06/2024,24/06/2024,Procurement Specialist #5,Procurement Operations Team,2.633333333,Procurement Specialist #5,SubTask_0282550,,SR_Req_1155237,Closed Complete,24/06/2024,Not Yet Requested,1
24/06/2024,24/06/2024,25/06/2024,Procurement Specialist #5,Procurement Operations Team,10.65,Procurement Specialist #5,SubTask_0282590,,SR_Req_1155411,Closed Complete,25/06/2024,Not Yet Requested,2
24/06/2024,24/06/2024,27/06/2024,HR Officer #1,OH&S Team,2,HR Officer #1,SubTask_0282591,,SR_Req_1155411,Closed Complete,27/06/2024,Not Yet Requested,4
24/06/2024,24/06/2024,24/06/2024,Category Manager #6,Category Management Team,0.116666667,Category Manager #6,SubTask_0282599,Procurement Specialist #5,SR_Req_1155237,Closed Complete,24/06/2024,Not Yet Requested,1
24/06/2024,24/06/2024,25/06/2024,HR Officer #1,OH&S Team,4.333333333,HR Officer #1,SubTask_0282602,,SR_Req_1155488,Closed Complete,25/06/2024,Not Yet Requested,2
25/06/2024,25/06/2024,25/06/2024,Category Manager #1,Category Management Team,0.15,Procurement Specialist #5,SubTask_0282776,Procurement Specialist #5,SR_Req_1154752,Closed Complete,25/06/2024,Not Yet Requested,1
25/06/2024,25/06/2024,25/07/2024,HR Officer #6,OH&S Team,221.0833333,Procurement Specialist #5,SubTask_0282805,,SR_Req_1156206,Closed Complete,25/07/2024,Not Yet Requested,23
25/06/2024,25/06/2024,26/06/2024,HR Officer #1,OH&S Team,9.616666667,HR Officer #1,SubTask_0282835,,SR_Req_1156276,Closed Complete,26/06/2024,Not Yet Requested,2
25/06/2024,25/06/2024,26/06/2024,Procurement Specialist #5,Procurement Operations Team,5.983333333,Procurement Specialist #5,SubTask_0282853,,SR_Req_1156332,Closed Complete,26/06/2024,Not Yet Requested,2
25/06/2024,25/06/2024,28/06/2024,Procurement Specialist #5,Procurement Operations Team,3.1,Procurement Specialist #5,SubTask_0282869,,SR_Req_1156413,Closed Complete,28/06/2024,Not Yet Requested,4
26/06/2024,26/06/2024,26/06/2024,Procurement Specialist #5,Procurement Operations Team,2.233333333,Procurement Specialist #5,SubTask_0282893,,SR_Req_1156556,Closed Complete,26/06/2024,Not Yet Requested,1
27/06/2024,27/06/2024,27/06/2024,Procurement Specialist #5,Procurement Operations Team,3.4,Procurement Specialist #5,SubTask_0283129,,SR_Req_1157154,Closed Complete,27/06/2024,Not Yet Requested,1
27/06/2024,27/06/2024,27/06/2024,Category Manager #1,Category Management Team,0.833333333,Procurement Specialist #5,SubTask_0283193,Procurement Specialist #5,SR_Req_1154951,Closed Complete,27/06/2024,Not Yet Requested,1
27/06/2024,27/06/2024,28/06/2024,Procurement Specialist #5,Procurement Operations Team,14.21666667,Procurement Specialist #5,SubTask_0283220,,SR_Req_1157318,Closed Complete,28/06/2024,Not Yet Requested,2
27/06/2024,27/06/2024,1/07/2024,Procurement Specialist #3,Procurement Operations Team,14.4,Procurement Specialist #3,SubTask_0283288,,SR_Req_1157572,Closed Complete,1/07/2024,Not Yet Requested,3
27/06/2024,27/06/2024,27/06/2024,Procurement Specialist #5,Procurement Operations Team,0.633333333,Procurement Specialist #5,SubTask_0283295,,SR_Req_1157585,Closed Complete,27/06/2024,Not Yet Requested,1
27/06/2024,27/06/2024,27/06/2024,HR Officer #1,OH&S Team,0.65,HR Officer #1,SubTask_0283312,,SR_Req_1157648,Closed Complete,27/06/2024,Not Yet Requested,1
27/06/2024,27/06/2024,1/07/2024,Procurement Specialist #3,Procurement Operations Team,13.51666667,Procurement Specialist #3,SubTask_0283311,,SR_Req_1157648,Closed Complete,1/07/2024,Not Yet Requested,3
27/06/2024,27/06/2024,1/07/2024,Procurement Specialist #3,Procurement Operations Team,12.85,Procurement Specialist #3,SubTask_0283319,,SR_Req_1157773,Closed Complete,1/07/2024,Not Yet Requested,3
28/06/2024,28/06/2024,1/07/2024,Procurement Specialist #3,Procurement Operations Team,11.31666667,Procurement Specialist #3,SubTask_0283349,,SR_Req_1157858,Closed Complete,1/07/2024,Not Yet Requested,2
28/06/2024,28/06/2024,28/06/2024,Procurement Specialist #5,Procurement Operations Team,5.1,Procurement Specialist #5,SubTask_0283390,,SR_Req_1157940,Closed Complete,28/06/2024,Not Yet Requested,1
28/06/2024,28/06/2024,1/07/2024,Procurement Specialist #3,Procurement Operations Team,7.4,Procurement Specialist #3,SubTask_0283441,,SR_Req_1158146,Closed Complete,1/07/2024,Not Yet Requested,2
28/06/2024,28/06/2024,2/07/2024,Procurement Specialist #3,Procurement Operations Team,12.53333333,Procurement Specialist #3,SubTask_0283490,,SR_Req_1158847,Closed Complete,2/07/2024,Not Yet Requested,3
1/07/2024,1/07/2024,8/07/2024,Category Manager #3,Category Management Team,56.16666667,Procurement Specialist #5,SubTask_0283515,Procurement Specialist #3,SR_Req_1157572,Closed Complete,8/07/2024,Not Yet Requested,6
1/07/2024,1/07/2024,23/07/2024,Category Manager #6,Category Management Team,167,Category Manager #6,SubTask_0283518,Procurement Specialist #3,SR_Req_1157648,Closed Complete,23/07/2024,Not Yet Requested,17
1/07/2024,1/07/2024,1/07/2024,Procurement Specialist #3,Procurement Operations Team,0.3,Procurement Specialist #3,SubTask_0283557,,SR_Req_1160093,Closed Complete,1/07/2024,Not Yet Requested,1
1/07/2024,1/07/2024,1/07/2024,HR Officer #1,OH&S Team,4.6,HR Officer #1,SubTask_0283558,,SR_Req_1160093,Closed Complete,1/07/2024,Not Yet Requested,1
1/07/2024,1/07/2024,1/07/2024,Procurement Specialist #3,Procurement Operations Team,0.866666667,Procurement Specialist #3,SubTask_0283571,,SR_Req_1160112,Closed Complete,1/07/2024,Not Yet Requested,1
1/07/2024,1/07/2024,2/07/2024,Procurement Specialist #3,Procurement Operations Team,10.5,Procurement Specialist #3,SubTask_0283574,,SR_Req_1160120,Closed Complete,2/07/2024,Not Yet Requested,2
1/07/2024,1/07/2024,2/07/2024,Procurement Specialist #3,Procurement Operations Team,9.083333333,Procurement Specialist #3,SubTask_0283611,,SR_Req_1160285,Closed Complete,2/07/2024,Not Yet Requested,2
1/07/2024,1/07/2024,16/07/2024,HR Officer #1,OH&S Team,107.7,HR Officer #1,SubTask_0283612,,SR_Req_1160285,Closed Complete,16/07/2024,Not Yet Requested,12
2/07/2024,2/07/2024,8/07/2024,Procurement Specialist #5,Procurement Operations Team,15.86666667,Procurement Specialist #5,SubTask_0283715,,SR_Req_1160863,Closed Complete,8/07/2024,Not Yet Requested,5
2/07/2024,2/07/2024,2/07/2024,HR Officer #1,OH&S Team,0.366666667,HR Officer #1,SubTask_0283734,,SR_Req_1161006,Closed Complete,2/07/2024,Not Yet Requested,1
3/07/2024,3/07/2024,8/07/2024,Procurement Specialist #5,Procurement Operations Team,5.85,Procurement Specialist #5,SubTask_0283914,,SR_Req_1161582,Closed Complete,8/07/2024,Not Yet Requested,4
3/07/2024,3/07/2024,10/07/2024,Procurement Specialist #5,Procurement Operations Team,50.25,Procurement Specialist #5,SubTask_0283932,,SR_Req_1161635,Closed Complete,10/07/2024,Not Yet Requested,6
3/07/2024,3/07/2024,4/07/2024,HR Officer #1,OH&S Team,6.483333333,HR Officer #1,SubTask_0283957,,SR_Req_1161753,Closed Complete,4/07/2024,Not Yet Requested,2
3/07/2024,3/07/2024,4/07/2024,Procurement Specialist #5,Procurement Operations Team,11,Procurement Specialist #5,SubTask_0283956,,SR_Req_1161753,Closed Complete,4/07/2024,Not Yet Requested,2
4/07/2024,4/07/2024,8/07/2024,Procurement Specialist #5,Procurement Operations Team,19.36666667,Procurement Specialist #5,SubTask_0284078,,SR_Req_1162313,Closed Complete,8/07/2024,Not Yet Requested,3
4/07/2024,4/07/2024,4/07/2024,Procurement Specialist #5,Procurement Operations Team,0.8,Procurement Specialist #5,SubTask_0284092,,SR_Req_1162364,Closed Complete,4/07/2024,Not Yet Requested,1
4/07/2024,4/07/2024,,HR Officer #6,OH&S Team,,,SubTask_0284115,,SR_Req_1162533,Open,23/07/2024,Rejected,
4/07/2024,4/07/2024,4/07/2024,Procurement Specialist #3,Procurement Operations Team,0.683333333,Procurement Specialist #3,SubTask_0284114,,SR_Req_1162533,Closed Complete,4/07/2024,Not Yet Requested,1
5/07/2024,5/07/2024,5/07/2024,Procurement Specialist #3,Procurement Operations Team,3.05,Procurement Specialist #3,SubTask_0284245,,SR_Req_1162996,Closed Complete,5/07/2024,Not Yet Requested,1
5/07/2024,5/07/2024,24/07/2024,HR Officer #4,OH&S Team,126.35,HR Officer #4,SubTask_0284246,,SR_Req_1162996,Closed Complete,24/07/2024,Not Yet Requested,14
5/07/2024,5/07/2024,10/07/2024,Procurement Specialist #5,Procurement Operations Team,0.6,Procurement Specialist #5,SubTask_0284302,,SR_Req_1163267,Closed Complete,10/07/2024,Not Yet Requested,4
6/07/2024,6/07/2024,10/07/2024,Procurement Specialist #5,Procurement Operations Team,23.75,Procurement Specialist #5,SubTask_0284310,,SR_Req_1163391,Closed Complete,10/07/2024,Not Yet Requested,3
6/07/2024,6/07/2024,8/07/2024,Procurement Specialist #5,Procurement Operations Team,4,Procurement Specialist #5,SubTask_0284311,,SR_Req_1163443,Closed Complete,8/07/2024,Not Yet Requested,1
7/07/2024,7/07/2024,8/07/2024,Procurement Specialist #5,Procurement Operations Team,3.666666667,Procurement Specialist #5,SubTask_0284312,,SR_Req_1163456,Closed Complete,8/07/2024,Not Yet Requested,1
8/07/2024,8/07/2024,9/07/2024,Category Manager #3,Category Management Team,15.25,Category Manager #3,SubTask_0284340,Procurement Specialist #5,SR_Req_1162313,Closed Complete,9/07/2024,Not Yet Requested,2
8/07/2024,8/07/2024,11/07/2024,Category Manager #1,Category Management Team,9.583333333,Procurement Specialist #5,SubTask_0284348,Procurement Specialist #5,SR_Req_1162996,Closed Complete,11/07/2024,Not Yet Requested,4
8/07/2024,8/07/2024,,,OH&S Team,,,SubTask_0284427,,SR_Req_1163795,Open,8/07/2024,Not Yet Requested,
8/07/2024,8/07/2024,10/07/2024,Procurement Specialist #5,Procurement Operations Team,18.63333333,Procurement Specialist #5,SubTask_0284426,,SR_Req_1163795,Closed Complete,10/07/2024,Not Yet Requested,3
8/07/2024,8/07/2024,8/07/2024,HR Officer #1,OH&S Team,0.45,HR Officer #1,SubTask_0284456,,SR_Req_1163917,Closed Complete,8/07/2024,Not Yet Requested,1
9/07/2024,9/07/2024,19/07/2024,Procurement Specialist #5,Procurement Operations Team,77.91666667,Procurement Specialist #5,SubTask_0284582,,SR_Req_1164328,Closed Complete,19/07/2024,Not Yet Requested,9
9/07/2024,9/07/2024,9/07/2024,Procurement Specialist #5,Procurement Operations Team,3.65,Procurement Specialist #5,SubTask_0284586,,SR_Req_1164354,Closed Complete,9/07/2024,Not Yet Requested,1
9/07/2024,9/07/2024,25/07/2024,Procurement Specialist #5,Procurement Operations Team,119.7166667,Procurement Specialist #5,SubTask_0284625,,SR_Req_1164521,Closed Complete,25/07/2024,Not Yet Requested,13
9/07/2024,9/07/2024,9/07/2024,Procurement Specialist #5,Procurement Operations Team,0.85,Procurement Specialist #5,SubTask_0284633,,SR_Req_1164635,Closed Complete,9/07/2024,Not Yet Requested,1
9/07/2024,9/07/2024,9/07/2024,Procurement Specialist #5,Procurement Operations Team,0.916666667,Procurement Specialist #5,SubTask_0284635,,SR_Req_1164655,Closed Complete,9/07/2024,Not Yet Requested,1
9/07/2024,9/07/2024,11/07/2024,Procurement Specialist #5,Procurement Operations Team,20.15,Procurement Specialist #5,SubTask_0284666,,SR_Req_1164764,Closed Complete,16/07/2024,Not Yet Requested,3
9/07/2024,9/07/2024,10/07/2024,Procurement Specialist #5,Procurement Operations Team,4.85,Procurement Specialist #5,SubTask_0284675,,SR_Req_1164824,Closed Complete,10/07/2024,Not Yet Requested,2
10/07/2024,10/07/2024,16/07/2024,Procurement Specialist #5,Procurement Operations Team,13.13333333,Procurement Specialist #5,SubTask_0284806,,SR_Req_1165264,Closed Complete,16/07/2024,Not Yet Requested,5
10/07/2024,10/07/2024,10/07/2024,Procurement Specialist #5,Procurement Operations Team,0.333333333,Procurement Specialist #5,SubTask_0284830,,SR_Req_1165324,Closed Complete,10/07/2024,Not Yet Requested,1
10/07/2024,10/07/2024,10/07/2024,Procurement Specialist #5,Procurement Operations Team,0.616666667,Procurement Specialist #5,SubTask_0284841,,SR_Req_1165494,Closed Complete,10/07/2024,Not Yet Requested,1
11/07/2024,11/07/2024,,Procurement Specialist #5,Procurement Operations Team,,,SubTask_0284864,,SR_Req_1165702,Waiting for Other,16/07/2024,Not Yet Requested,
11/07/2024,11/07/2024,11/07/2024,Procurement Specialist #5,Procurement Operations Team,2.7,Procurement Specialist #5,SubTask_0284942,,SR_Req_1166000,Closed Complete,11/07/2024,Not Yet Requested,1
12/07/2024,12/07/2024,12/07/2024,Procurement Specialist #5,Procurement Operations Team,6.483333333,Procurement Specialist #5,SubTask_0285049,,SR_Req_1166397,Closed Complete,12/07/2024,Not Yet Requested,1
12/07/2024,12/07/2024,19/07/2024,Procurement Specialist #5,Procurement Operations Team,52.45,Procurement Specialist #5,SubTask_0285092,,SR_Req_1166544,Closed Complete,19/07/2024,Not Yet Requested,6
12/07/2024,12/07/2024,17/07/2024,Procurement Specialist #5,Procurement Operations Team,6.1,Procurement Specialist #5,SubTask_0285142,,SR_Req_1166831,Closed Complete,17/07/2024,Not Yet Requested,4
12/07/2024,12/07/2024,16/07/2024,Procurement Specialist #3,Procurement Operations Team,13.28333333,Procurement Specialist #3,SubTask_0285156,,SR_Req_1167027,Closed Complete,16/07/2024,Not Yet Requested,3
12/07/2024,12/07/2024,16/07/2024,Procurement Specialist #3,Procurement Operations Team,13.5,Procurement Specialist #3,SubTask_0285157,,SR_Req_1167032,Closed Complete,16/07/2024,Not Yet Requested,3
15/07/2024,15/07/2024,16/07/2024,Procurement Specialist #5,Procurement Operations Team,9.616666667,Procurement Specialist #5,SubTask_0285267,,SR_Req_1167517,Closed Complete,16/07/2024,Not Yet Requested,2
