request_number,department1,opened_date,request_closed,request_state,task_number,department2,task_status,task_closed,approval_status,complexity_risk
SR_Req_1179441,Procurement Operations Team,31/07/2024,,Awaiting Customer Info,SubTask_0287604,Procurement Operations Team,Closed Complete,2/08/2024,Not Yet Requested,Medium Risk
SR_Req_1179907,Finance Operations Team,31/07/2024,5/08/2024,Closed Complete,SubTask_0287748,Procurement Operations Team,Closed Complete,2/08/2024,Not Yet Requested,Medium Risk
SR_Req_1179955,Finance Operations Team,31/07/2024,19/08/2024,Closed Complete,SubTask_0287754,Procurement Operations Team,Closed Complete,5/08/2024,Not Yet Requested,Medium Risk
SR_Req_1179963,Procurement Operations Team,31/07/2024,2/08/2024,Closed Skipped,SubTask_0287755,Procurement Operations Team,Closed Complete,2/08/2024,Not Yet Requested,High Risk
SR_Req_1179963,Procurement Operations Team,31/07/2024,2/08/2024,Closed Skipped,SubTask_0287756,OH&S Team,Closed Complete,12/08/2024,Rejected,High Risk
SR_Req_1179967,Finance Operations Team,31/07/2024,6/08/2024,Closed Complete,SubTask_0287758,Procurement Operations Team,Closed Complete,2/08/2024,Not Yet Requested,Medium Risk
SR_Req_1180435,Finance Operations Team,1/08/2024,5/08/2024,Closed Complete,SubTask_0287883,Procurement Operations Team,Closed Complete,2/08/2024,Not Yet Requested,Medium Risk
SR_Req_1180562,Finance Operations Team,1/08/2024,8/08/2024,Closed Complete,SubTask_0287925,Procurement Operations Team,Closed Complete,7/08/2024,Not Yet Requested,Medium Risk
SR_Req_1180614,Finance Operations Team,1/08/2024,8/08/2024,Closed Complete,SubTask_0287933,Procurement Operations Team,Closed Complete,5/08/2024,Not Yet Requested,Medium Risk
SR_Req_1180693,Finance Operations Team,1/08/2024,6/08/2024,Closed Complete,SubTask_0287953,Procurement Operations Team,Closed Complete,2/08/2024,Not Yet Requested,Medium Risk
SR_Req_1181315,Finance Operations Team,2/08/2024,6/08/2024,Closed Complete,SubTask_0288106,Procurement Operations Team,Closed Complete,5/08/2024,Not Yet Requested,Medium Risk
SR_Req_1181320,Finance Operations Team,2/08/2024,6/08/2024,Closed Complete,SubTask_0288108,Procurement Operations Team,Closed Complete,5/08/2024,Not Yet Requested,Medium Risk
SR_Req_1181478,Finance Operations Team,5/08/2024,8/08/2024,Closed Complete,SubTask_0288118,Procurement Operations Team,Closed Complete,5/08/2024,Not Yet Requested,Medium Risk
SR_Req_1181493,Finance Operations Team,5/08/2024,5/08/2024,Closed Complete,SubTask_0288128,Procurement Operations Team,Closed Complete,5/08/2024,Not Yet Requested,Medium Risk
SR_Req_1181736,Finance Operations Team,5/08/2024,7/08/2024,Closed Complete,SubTask_0288197,Procurement Operations Team,Closed Complete,5/08/2024,Not Yet Requested,Medium Risk
SR_Req_1182108,Procurement Operations Team,5/08/2024,,Open,SubTask_0288302,OH&S Team,Open,,Rejected,High Risk
SR_Req_1182108,Procurement Operations Team,5/08/2024,,Open,SubTask_0288301,Procurement Operations Team,Closed Complete,7/08/2024,Not Yet Requested,High Risk
SR_Req_1182144,Finance Operations Team,5/08/2024,7/08/2024,Closed Complete,SubTask_0288308,Procurement Operations Team,Closed Complete,6/08/2024,Not Yet Requested,Medium Risk
SR_Req_1182620,Finance Operations Team,6/08/2024,9/08/2024,Closed Complete,SubTask_0288405,Procurement Operations Team,Closed Complete,7/08/2024,Not Yet Requested,Medium Risk
SR_Req_1182641,Finance Operations Team,6/08/2024,8/08/2024,Closed Complete,SubTask_0288407,Procurement Operations Team,Closed Complete,6/08/2024,Not Yet Requested,Medium Risk
SR_Req_1182733,Finance Operations Team,6/08/2024,,Awaiting Customer Info,SubTask_0288483,Procurement Operations Team,Closed Complete,7/08/2024,Not Yet Requested,Medium Risk
SR_Req_1182833,Finance Operations Team,6/08/2024,8/08/2024,Closed Complete,SubTask_0288508,Procurement Operations Team,Closed Complete,7/08/2024,Not Yet Requested,Medium Risk
SR_Req_1182922,Finance Operations Team,6/08/2024,16/08/2024,Closed Complete,SubTask_0288514,Procurement Operations Team,Closed Complete,7/08/2024,Not Yet Requested,Medium Risk
SR_Req_1182981,Finance Operations Team,6/08/2024,14/08/2024,Closed Complete,SubTask_0288516,OH&S Team,Closed Complete,7/08/2024,Approved,Medium Risk
SR_Req_1183132,Procurement Operations Team,7/08/2024,,Awaiting Customer Info,SubTask_0288555,Procurement Operations Team,Closed Complete,7/08/2024,Not Yet Requested,Medium Risk
SR_Req_1183416,Finance Operations Team,7/08/2024,14/08/2024,Closed Complete,SubTask_0288592,Procurement Operations Team,Closed Complete,7/08/2024,Not Yet Requested,Medium Risk
SR_Req_1182839,Procurement Operations Team,6/08/2024,,Awaiting Customer Info,SubTask_0288599,Procurement Operations Team,Waiting for customer information,,Not Yet Requested,Medium Risk
SR_Req_1180614,Finance Operations Team,1/08/2024,8/08/2024,Closed Complete,SubTask_0288619,Category Management Team,Closed Complete,7/08/2024,Not Yet Requested,Medium Risk
SR_Req_1183686,Finance Operations Team,8/08/2024,14/08/2024,Closed Complete,SubTask_0288655,Procurement Operations Team,Closed Complete,8/08/2024,Not Yet Requested,Medium Risk
SR_Req_1184075,Finance Operations Team,8/08/2024,,Awaiting Customer Info,SubTask_0288801,Procurement Operations Team,Closed Complete,8/08/2024,Not Yet Requested,Medium Risk
SR_Req_1184413,Procurement Operations Team,8/08/2024,,Awaiting Customer Info,SubTask_0288855,OH&S Team,Open,,Approved,Medium Risk
SR_Req_1184422,Finance Operations Team,8/08/2024,15/08/2024,Closed Complete,SubTask_0288856,Procurement Operations Team,Closed Complete,9/08/2024,Not Yet Requested,Medium Risk
SR_Req_1185123,Procurement Operations Team,10/08/2024,12/08/2024,Closed Incomplete,SubTask_0289021,Procurement Operations Team,Closed Complete,12/08/2024,Not Yet Requested,Medium Risk
SR_Req_1185533,Procurement Operations Team,12/08/2024,12/08/2024,Closed Skipped,SubTask_0289148,Procurement Operations Team,Closed Complete,12/08/2024,Not Yet Requested,Medium Risk
SR_Req_1186333,Finance Operations Team,13/08/2024,16/08/2024,Closed Complete,SubTask_0289411,Procurement Operations Team,Closed Complete,14/08/2024,Not Yet Requested,Medium Risk
SR_Req_1186350,Procurement Operations Team,13/08/2024,13/08/2024,Closed Skipped,SubTask_0289413,Procurement Operations Team,Closed Complete,13/08/2024,Not Yet Requested,Medium Risk
SR_Req_1184403,Finance Operations Team,8/08/2024,,Awaiting Customer Info,SubTask_0289443,Category Management Team,Closed Complete,15/08/2024,Not Yet Requested,Low Risk
SR_Req_1186508,Procurement Operations Team,13/08/2024,,Pending,SubTask_0289450,Procurement Operations Team,Open,,Not Yet Requested,Medium Risk
SR_Req_1186518,Procurement Operations Team,13/08/2024,,Awaiting Customer Info,SubTask_0289451,Procurement Operations Team,Closed Complete,14/08/2024,Not Yet Requested,Medium Risk
SR_Req_1186658,Finance Operations Team,13/08/2024,16/08/2024,Closed Complete,SubTask_0289475,Procurement Operations Team,Closed Complete,14/08/2024,Not Yet Requested,Medium Risk
SR_Req_1186705,Finance Operations Team,14/08/2024,,Awaiting Customer Info,SubTask_0289477,OH&S Team,Closed Complete,14/08/2024,Approved,High Risk
SR_Req_1186705,Finance Operations Team,14/08/2024,,Awaiting Customer Info,SubTask_0289476,Procurement Operations Team,Closed Complete,14/08/2024,Not Yet Requested,High Risk
SR_Req_1186832,Procurement Operations Team,14/08/2024,16/08/2024,Closed Skipped,SubTask_0289545,Procurement Operations Team,Closed Complete,16/08/2024,Not Yet Requested,High Risk
SR_Req_1186832,Procurement Operations Team,14/08/2024,16/08/2024,Closed Skipped,SubTask_0289546,OH&S Team,Closed Complete,19/08/2024,Approved,High Risk
SR_Req_1186834,Finance Operations Team,14/08/2024,,Awaiting Customer Info,SubTask_0289547,Procurement Operations Team,Closed Complete,14/08/2024,Not Yet Requested,Medium Risk
SR_Req_1186508,Procurement Operations Team,13/08/2024,,Pending,SubTask_0289611,Category Management Team,Open,,Not Yet Requested,Medium Risk
SR_Req_1187266,Procurement Operations Team,14/08/2024,14/08/2024,Closed Complete,SubTask_0289629,Procurement Operations Team,Closed Complete,14/08/2024,Not Yet Requested,Medium Risk
SR_Req_1187357,Procurement Operations Team,14/08/2024,,Work in Progress,SubTask_0289646,Procurement Operations Team,Closed Complete,16/08/2024,Not Yet Requested,Medium Risk
SR_Req_1187476,Finance Operations Team,15/08/2024,,Awaiting Customer Info,SubTask_0289653,Procurement Operations Team,Closed Complete,16/08/2024,Not Yet Requested,Medium Risk
SR_Req_1187734,Finance Operations Team,15/08/2024,20/08/2024,Closed Complete,SubTask_0289732,Procurement Operations Team,Closed Complete,15/08/2024,Not Yet Requested,Medium Risk
SR_Req_1187779,Finance Operations Team,15/08/2024,,Awaiting Customer Info,SubTask_0289739,Procurement Operations Team,Closed Complete,15/08/2024,Not Yet Requested,Medium Risk
SR_Req_1188793,Procurement Operations Team,16/08/2024,,Work in Progress,SubTask_0289905,Procurement Operations Team,Open,,Not Yet Requested,Medium Risk
SR_Req_1189129,Procurement Operations Team,16/08/2024,16/08/2024,Closed Complete,SubTask_0290055,Procurement Operations Team,Closed Complete,16/08/2024,Not Yet Requested,Medium Risk
SR_Req_1187476,Finance Operations Team,15/08/2024,,Awaiting Customer Info,SubTask_0290102,Category Management Team,Closed Complete,20/08/2024,Not Yet Requested,Medium Risk
SR_Req_1190266,Procurement Operations Team,18/08/2024,,Pending,SubTask_0290199,OH&S Team,Open,,Approved,High Risk
SR_Req_1190266,Procurement Operations Team,18/08/2024,,Pending,SubTask_0290198,Procurement Operations Team,Closed Complete,20/08/2024,Not Yet Requested,High Risk
SR_Req_1188793,Procurement Operations Team,16/08/2024,,Work in Progress,SubTask_0290335,Category Management Team,Open,,Not Yet Requested,Medium Risk
SR_Req_1190921,Procurement Operations Team,19/08/2024,,Awaiting Customer Info,SubTask_0290500,OH&S Team,Open,,Approved,Medium Risk
SR_Req_1190949,Finance Operations Team,19/08/2024,,Awaiting Customer Info,SubTask_0290510,Procurement Operations Team,Closed Complete,20/08/2024,Not Yet Requested,Medium Risk
SR_Req_1191029,Procurement Operations Team,19/08/2024,,Open,SubTask_0290524,Procurement Operations Team,Open,,Not Yet Requested,Medium Risk
SR_Req_1190266,Procurement Operations Team,18/08/2024,,Pending,SubTask_0290617,Category Management Team,Closed Complete,20/08/2024,Not Yet Requested,High Risk
SR_Req_1191542,Procurement Operations Team,20/08/2024,,Open,SubTask_0290674,Procurement Operations Team,Open,,Not Yet Requested,Medium Risk
SR_Req_1191784,Procurement Operations Team,20/08/2024,,Awaiting Customer Info,SubTask_0290724,Procurement Operations Team,Open,,Not Yet Requested,Medium Risk
SR_Req_1191803,Procurement Operations Team,20/08/2024,,Open,SubTask_0290727,Procurement Operations Team,Open,,Not Yet Requested,Medium Risk
SR_Req_1191866,Procurement Operations Team,20/08/2024,,Open,SubTask_0290742,Procurement Operations Team,Open,,Not Yet Requested,Medium Risk
SR_Req_1191867,Procurement Operations Team,20/08/2024,,Open,SubTask_0290743,Procurement Operations Team,Open,,Not Yet Requested,Medium Risk
SR_Req_0972471,Finance Operations Team,13/06/2023,20/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_0954884,Finance Operations Team,5/05/2023,24/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1146169,Procurement Operations Team,3/06/2024,3/06/2024,Closed Incomplete,,,,,,Low Risk
SR_Req_0927796,Finance Operations Team,7/03/2023,18/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_0916661,Procurement Operations Team,20/02/2023,27/02/2023,Closed Complete,,,,,,Low Risk
SR_Req_1141761,Procurement Operations Team,25/05/2024,24/06/2024,Closed Incomplete,,,,,,Low Risk
SR_Req_1133431,Procurement Operations Team,7/05/2024,10/05/2024,Closed Skipped,,,,,,Low Risk
SR_Req_0960676,Finance Operations Team,18/05/2023,29/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1047318,Finance Operations Team,31/10/2023,8/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_1117284,Finance Operations Team,3/04/2024,9/04/2024,Closed Complete,,,,,,Low Risk
SR_Req_1092347,Finance Operations Team,19/02/2024,29/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_1107618,Finance Operations Team,13/03/2024,25/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_1146501,Procurement Operations Team,3/06/2024,6/06/2024,Closed Complete,,,,,,Low Risk
SR_Req_1056470,Finance Operations Team,22/11/2023,5/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_0941871,Finance Operations Team,3/04/2023,17/04/2023,Closed Complete,,,,,,Low Risk
SR_Req_0962595,Finance Operations Team,23/05/2023,29/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1042728,Finance Operations Team,24/10/2023,1/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_0927426,Finance Operations Team,6/03/2023,3/04/2023,Closed Complete,,,,,,Low Risk
SR_Req_1169213,Finance Operations Team,17/07/2024,25/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1118053,Finance Operations Team,5/04/2024,15/04/2024,Closed Complete,,,,,,Low Risk
SR_Req_1049748,Finance Operations Team,6/11/2023,14/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_1094451,Finance Operations Team,22/02/2024,29/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_1051875,Finance Operations Team,10/11/2023,15/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_1085833,Finance Operations Team,5/02/2024,9/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_1091722,Procurement Operations Team,16/02/2024,27/02/2024,Closed Incomplete,,,,,,Low Risk
SR_Req_0948651,Finance Operations Team,23/04/2023,12/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1018531,Finance Operations Team,31/08/2023,11/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_0979197,Finance Operations Team,26/06/2023,3/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_1141108,Finance Operations Team,24/05/2024,13/06/2024,Closed Complete,,,,,,Low Risk
SR_Req_0993780,Finance Operations Team,20/07/2023,24/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_0977100,Finance Operations Team,22/06/2023,10/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_1147856,Procurement Operations Team,6/06/2024,6/06/2024,Closed Skipped,,,,,,Low Risk
SR_Req_1144209,Finance Operations Team,29/05/2024,1/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_0997432,Finance Operations Team,25/07/2023,3/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_1153970,Finance Operations Team,20/06/2024,5/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1005191,Procurement Operations Team,8/08/2023,17/08/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_0956085,Procurement Operations Team,8/05/2023,15/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_0997536,Finance Operations Team,25/07/2023,11/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_1087134,Finance Operations Team,7/02/2024,21/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_1057476,Procurement Operations Team,23/11/2023,24/11/2023,Closed Skipped,,,,,,Low Risk
SR_Req_1190882,Finance Operations Team,19/08/2024,,Awaiting Customer Info,,,,,,Low Risk
SR_Req_1179434,Finance Operations Team,31/07/2024,14/08/2024,Closed Complete,,,,,,Low Risk
SR_Req_1026295,Procurement Operations Team,18/09/2023,19/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1064938,Finance Operations Team,8/12/2023,15/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_0948272,Procurement Operations Team,21/04/2023,24/05/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1054817,Finance Operations Team,17/11/2023,24/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_0972929,Finance Operations Team,14/06/2023,30/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_1009019,Finance Operations Team,16/08/2023,18/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_0932908,Finance Operations Team,16/03/2023,3/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_0943219,Finance Operations Team,6/04/2023,17/04/2023,Closed Complete,,,,,,Low Risk
SR_Req_0947340,Finance Operations Team,20/04/2023,1/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_0973494,Finance Operations Team,14/06/2023,23/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_0954863,Procurement Operations Team,5/05/2023,29/05/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1112566,Finance Operations Team,23/03/2024,9/04/2024,Closed Complete,,,,,,Low Risk
SR_Req_1044185,Finance Operations Team,27/10/2023,1/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_0916781,Procurement Operations Team,20/02/2023,23/02/2023,Closed Complete,,,,,,Low Risk
SR_Req_1157746,Finance Operations Team,27/06/2024,26/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1071422,Finance Operations Team,3/01/2024,19/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_0967865,Procurement Operations Team,1/06/2023,9/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_1035507,Procurement Operations Team,7/10/2023,17/10/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1099122,Finance Operations Team,28/02/2024,1/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_0997756,Finance Operations Team,25/07/2023,1/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_0935035,Finance Operations Team,21/03/2023,5/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1190296,Procurement Operations Team,18/08/2024,,Open,,,,,,Low Risk
SR_Req_1003243,Finance Operations Team,4/08/2023,11/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_0935012,Finance Operations Team,21/03/2023,14/04/2023,Closed Complete,,,,,,Low Risk
SR_Req_1026416,Finance Operations Team,19/09/2023,3/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_0962294,Procurement Operations Team,23/05/2023,23/05/2023,Closed Skipped,,,,,,Low Risk
SR_Req_1027712,Finance Operations Team,20/09/2023,27/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_0956770,Finance Operations Team,9/05/2023,18/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1079563,Finance Operations Team,24/01/2024,22/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_1062454,Finance Operations Team,2/12/2023,12/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_0991676,Finance Operations Team,18/07/2023,26/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_1179053,Finance Operations Team,30/07/2024,2/08/2024,Closed Complete,,,,,,Low Risk
SR_Req_1032936,Finance Operations Team,2/10/2023,27/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_0924075,Finance Operations Team,28/02/2023,5/04/2023,Closed Complete,,,,,,Low Risk
SR_Req_1110074,Finance Operations Team,19/03/2024,28/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_1177071,Finance Operations Team,26/07/2024,29/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_0968346,Procurement Operations Team,1/06/2023,2/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_1144457,Procurement Operations Team,29/05/2024,29/05/2024,Closed Skipped,,,,,,Low Risk
SR_Req_0944299,Finance Operations Team,12/04/2023,5/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1057495,Procurement Operations Team,23/11/2023,13/12/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1074454,Finance Operations Team,10/01/2024,17/01/2024,Closed Complete,,,,,,Low Risk
SR_Req_1089230,Finance Operations Team,12/02/2024,29/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_0934569,Finance Operations Team,21/03/2023,29/03/2023,Closed Complete,,,,,,Low Risk
SR_Req_1107210,Finance Operations Team,13/03/2024,28/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_1191998,Procurement Operations Team,20/08/2024,,Open,,,,,,Low Risk
SR_Req_1050712,Finance Operations Team,9/11/2023,5/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_1118186,Procurement Operations Team,5/04/2024,8/04/2024,Closed Skipped,,,,,,Low Risk
SR_Req_1179599,Finance Operations Team,31/07/2024,6/08/2024,Closed Complete,,,,,,Low Risk
SR_Req_1176109,Finance Operations Team,25/07/2024,31/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1043138,Finance Operations Team,25/10/2023,1/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_0979932,Finance Operations Team,27/06/2023,7/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_1023336,Finance Operations Team,12/09/2023,18/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_0976752,Finance Operations Team,21/06/2023,3/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_0935599,Finance Operations Team,22/03/2023,3/04/2023,Closed Complete,,,,,,Low Risk
SR_Req_1069363,Finance Operations Team,19/12/2023,12/01/2024,Closed Complete,,,,,,Low Risk
SR_Req_0966071,Finance Operations Team,30/05/2023,7/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_1085208,Finance Operations Team,2/02/2024,9/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_1106353,Finance Operations Team,12/03/2024,14/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_1175009,Finance Operations Team,24/07/2024,30/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1158252,Finance Operations Team,28/06/2024,29/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_0973769,Finance Operations Team,15/06/2023,20/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_1168088,Procurement Operations Team,16/07/2024,16/07/2024,Closed Skipped,,,,,,Low Risk
SR_Req_1008939,Finance Operations Team,16/08/2023,7/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_0959720,Finance Operations Team,16/05/2023,24/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1010650,Finance Operations Team,20/08/2023,18/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1151094,Finance Operations Team,14/06/2024,24/06/2024,Closed Complete,,,,,,Low Risk
SR_Req_1185916,Finance Operations Team,12/08/2024,15/08/2024,Closed Complete,,,,,,Low Risk
SR_Req_1030058,Finance Operations Team,26/09/2023,2/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_0938878,Procurement Operations Team,29/03/2023,30/03/2023,Closed Complete,,,,,,Low Risk
SR_Req_0926176,Finance Operations Team,3/03/2023,24/03/2023,Closed Complete,,,,,,Low Risk
SR_Req_0960762,Finance Operations Team,18/05/2023,29/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1003537,Finance Operations Team,4/08/2023,24/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_1179296,Finance Operations Team,31/07/2024,6/08/2024,Closed Complete,,,,,,Low Risk
SR_Req_1104365,Finance Operations Team,7/03/2024,21/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_0930443,Finance Operations Team,10/03/2023,22/03/2023,Closed Complete,,,,,,Low Risk
SR_Req_1119075,Finance Operations Team,8/04/2024,13/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_1139573,Finance Operations Team,21/05/2024,30/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_1062708,Finance Operations Team,4/12/2023,20/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_1031216,Procurement Operations Team,29/09/2023,2/10/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1183631,Procurement Operations Team,7/08/2024,,Awaiting Customer Info,,,,,,Low Risk
SR_Req_1052341,Finance Operations Team,13/11/2023,24/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_0980564,Procurement Operations Team,28/06/2023,29/06/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_0949831,Finance Operations Team,24/04/2023,26/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1082269,Finance Operations Team,29/01/2024,15/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_0948103,Finance Operations Team,21/04/2023,10/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_0930475,Finance Operations Team,12/03/2023,22/03/2023,Closed Complete,,,,,,Low Risk
SR_Req_1148899,Finance Operations Team,10/06/2024,26/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1066772,Finance Operations Team,13/12/2023,18/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_1025034,Finance Operations Team,14/09/2023,22/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1058614,Finance Operations Team,27/11/2023,8/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_1085555,Procurement Operations Team,5/02/2024,12/02/2024,Closed Incomplete,,,,,,Low Risk
SR_Req_1146842,Finance Operations Team,4/06/2024,24/06/2024,Closed Complete,,,,,,Low Risk
SR_Req_1182522,Finance Operations Team,6/08/2024,6/08/2024,Closed Complete,,,,,,Low Risk
SR_Req_1139831,Finance Operations Team,22/05/2024,24/06/2024,Closed Complete,,,,,,Low Risk
SR_Req_0997767,Finance Operations Team,25/07/2023,2/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_0971032,Finance Operations Team,8/06/2023,30/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_1157947,Finance Operations Team,28/06/2024,12/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1105027,Finance Operations Team,7/03/2024,18/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_1106618,Finance Operations Team,12/03/2024,20/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_1047286,Finance Operations Team,31/10/2023,8/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_0928920,Finance Operations Team,8/03/2023,3/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1041054,Finance Operations Team,19/10/2023,23/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_1017212,Finance Operations Team,29/08/2023,30/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_0970478,Finance Operations Team,7/06/2023,15/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_1073800,Finance Operations Team,9/01/2024,23/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_0974628,Finance Operations Team,16/06/2023,3/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_0980667,Finance Operations Team,29/06/2023,25/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_1049508,Finance Operations Team,4/11/2023,15/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_1027076,Finance Operations Team,19/09/2023,2/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_1010593,Procurement Operations Team,19/08/2023,21/08/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1012156,Finance Operations Team,23/08/2023,25/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1019169,Finance Operations Team,1/09/2023,1/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_0997937,Finance Operations Team,26/07/2023,9/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_1020595,Finance Operations Team,5/09/2023,13/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_0953322,Finance Operations Team,2/05/2023,30/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_1026664,Finance Operations Team,19/09/2023,9/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_1001327,Finance Operations Team,1/08/2023,4/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_1119250,Finance Operations Team,9/04/2024,15/04/2024,Closed Complete,,,,,,Low Risk
SR_Req_0971796,Finance Operations Team,9/06/2023,15/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_1059315,Finance Operations Team,29/11/2023,6/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_1050290,Finance Operations Team,8/11/2023,27/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_1069234,Finance Operations Team,19/12/2023,20/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_1109546,Finance Operations Team,18/03/2024,5/04/2024,Closed Complete,,,,,,Low Risk
